,timestamp,mcap,symbol,date,week,type,time_rank
2223,1624752000000,142621259.23960018,frax,2021-06-27,25,Algo-stable,1.0
2226,1625011200000,181206642.0346383,frax,2021-06-30,26,Algo-stable,1.0
2233,1610236800000,155824513.59731692,nusd,2021-01-10,1,Algo-stable,1.0
2240,1610841600000,178322556.4742527,nusd,2021-01-17,2,Algo-stable,1.0
2247,1611446400000,144109638.32631853,nusd,2021-01-24,3,Algo-stable,1.0
2254,1612051200000,167211335.54981524,nusd,2021-01-31,4,Algo-stable,1.0
2261,1612656000000,173797500.68661293,nusd,2021-02-07,5,Algo-stable,1.0
2268,1613260800000,301527022.93768346,nusd,2021-02-14,6,Algo-stable,1.0
2275,1613865600000,246532944.6957975,nusd,2021-02-21,7,Algo-stable,1.0
2282,1614470400000,222031100.0617522,nusd,2021-02-28,8,Algo-stable,1.0
2289,1615075200000,250813366.65460876,nusd,2021-03-07,9,Algo-stable,1.0
2296,1615680000000,273338868.0827275,nusd,2021-03-14,10,Algo-stable,1.0
2303,1616284800000,234779974.8841765,nusd,2021-03-21,11,Algo-stable,1.0
2310,1616889600000,218512004.93316984,nusd,2021-03-28,12,Algo-stable,1.0
2317,1617494400000,228649744.6657621,nusd,2021-04-04,13,Algo-stable,1.0
2324,1618099200000,251396117.42463583,nusd,2021-04-11,14,Algo-stable,1.0
2331,1618704000000,212466550.2864974,nusd,2021-04-18,15,Algo-stable,1.0
2338,1619308800000,218408382.1550061,nusd,2021-04-25,16,Algo-stable,1.0
2345,1619913600000,210744149.40040103,nusd,2021-05-02,17,Algo-stable,1.0
2352,1620518400000,185497035.0786381,nusd,2021-05-09,18,Algo-stable,1.0
2359,1621123200000,184177350.5268764,nusd,2021-05-16,19,Algo-stable,1.0
2366,1621728000000,233714142.00802127,nusd,2021-05-23,20,Algo-stable,1.0
2373,1622332800000,249845542.19223732,nusd,2021-05-30,21,Algo-stable,1.0
2380,1622937600000,269511124.2949922,nusd,2021-06-06,22,Algo-stable,1.0
2387,1623542400000,206718127.08768004,nusd,2021-06-13,23,Algo-stable,1.0
2394,1624147200000,185943951.28830844,nusd,2021-06-20,24,Algo-stable,1.0
2401,1624752000000,146793043.434335,nusd,2021-06-27,25,Algo-stable,1.0
2404,1625011200000,160036294.94528297,nusd,2021-06-30,26,Algo-stable,1.0
