,timestamp,mcap,symbol
16,1610841600000,113278798.28929412,neutrino
17,1610928000000,115885803.82305387,neutrino
18,1611014400000,116812917.21468748,neutrino
19,1611100800000,112866410.14876373,neutrino
20,1611187200000,113984833.83750619,neutrino
21,1611273600000,112380416.20263717,neutrino
22,1611360000000,112867561.8528429,neutrino
23,1611446400000,113064873.35910387,neutrino
24,1611532800000,116494526.12440246,neutrino
25,1611619200000,116279817.94103539,neutrino
26,1611705600000,116432022.05770914,neutrino
27,1611792000000,116616633.36081462,neutrino
28,1611878400000,116075608.8538646,neutrino
29,1611964800000,116806969.47108485,neutrino
30,1612051200000,116857786.89740011,neutrino
31,1612137600000,116617576.44326776,neutrino
32,1612224000000,125332377.12470387,neutrino
33,1612310400000,125650845.36174703,neutrino
34,1612396800000,125866651.78446786,neutrino
35,1612483200000,125475441.91822618,neutrino
36,1612569600000,127082776.36381634,neutrino
37,1612656000000,126919354.3100007,neutrino
38,1612742400000,127566689.42488779,neutrino
39,1612828800000,124996594.77900586,neutrino
40,1612915200000,140962483.33406293,neutrino
41,1613001600000,146634114.98738605,neutrino
42,1613088000000,146351489.7439948,neutrino
43,1613174400000,143726700.50582892,neutrino
44,1613260800000,147358792.50093028,neutrino
45,1613347200000,148915931.0773455,neutrino
46,1613433600000,146737263.85431638,neutrino
47,1613520000000,147836380.57723367,neutrino
48,1613606400000,158188932.79818282,neutrino
49,1613692800000,156283960.1942749,neutrino
50,1613779200000,158204497.05787006,neutrino
51,1613865600000,154167662.9195389,neutrino
52,1613952000000,157762197.40896985,neutrino
53,1614038400000,161471529.9472402,neutrino
54,1614124800000,160135723.2376277,neutrino
55,1614211200000,162691554.30673334,neutrino
56,1614297600000,160744139.20089644,neutrino
57,1614384000000,164648871.09562397,neutrino
58,1614470400000,168860149.65975899,neutrino
59,1614556800000,171105521.898943,neutrino
60,1614643200000,167887966.44280645,neutrino
61,1614729600000,167990179.75632787,neutrino
62,1614816000000,168922572.448136,neutrino
63,1614902400000,167818413.18663788,neutrino
64,1614988800000,172867882.60574085,neutrino
65,1615075200000,170337210.8575159,neutrino
66,1615161600000,172189987.70894232,neutrino
67,1615248000000,172204553.2642586,neutrino
68,1615334400000,171818674.3175446,neutrino
69,1615420800000,172786730.8601944,neutrino
70,1615507200000,176314818.10075104,neutrino
71,1615593600000,176822684.9948237,neutrino
72,1615680000000,177220600.96537372,neutrino
73,1615766400000,175857614.71690992,neutrino
74,1615852800000,174603849.24514204,neutrino
75,1615939200000,172657259.40291852,neutrino
76,1616025600000,172464874.81721675,neutrino
77,1616112000000,172997265.96005204,neutrino
78,1616198400000,176032438.6965293,neutrino
79,1616284800000,176387241.04720217,neutrino
80,1616371200000,176796233.7070189,neutrino
81,1616457600000,177817398.81145293,neutrino
82,1616544000000,176498963.79539388,neutrino
83,1616630400000,177338545.49452463,neutrino
84,1616716800000,178562461.34455565,neutrino
85,1616803200000,211975372.11515537,neutrino
86,1616889600000,211448465.9996797,neutrino
87,1616976000000,211696442.1979318,neutrino
88,1617062400000,215522542.98286897,neutrino
89,1617148800000,217704358.4669511,neutrino
90,1617235200000,217318482.26206452,neutrino
91,1617321600000,216790234.12793422,neutrino
92,1617408000000,224491388.82785788,neutrino
93,1617494400000,221096630.71726224,neutrino
94,1617580800000,220605444.36418405,neutrino
95,1617667200000,221121670.94017887,neutrino
96,1617753600000,220346011.26277846,neutrino
97,1617840000000,221677680.8949882,neutrino
98,1617926400000,225587090.86633533,neutrino
99,1618012800000,245146285.52554238,neutrino
100,1618099200000,244953184.57315096,neutrino
101,1618185600000,245043443.43328723,neutrino
102,1618272000000,245364585.43698725,neutrino
103,1618358400000,246141451.70609546,neutrino
104,1618444800000,244720153.5336612,neutrino
105,1618531200000,245402062.62560892,neutrino
106,1618617600000,244658903.31959674,neutrino
107,1618704000000,245695290.93306842,neutrino
108,1618790400000,245987806.0907567,neutrino
109,1618876800000,247411915.6177646,neutrino
110,1618963200000,246082456.49900493,neutrino
111,1619049600000,247531024.22515517,neutrino
112,1619136000000,246617157.56262776,neutrino
113,1619222400000,251697307.9057301,neutrino
114,1619308800000,249103732.26730207,neutrino
115,1619395200000,251114786.3479928,neutrino
116,1619481600000,315259753.7536671,neutrino
117,1619568000000,319538352.3036913,neutrino
118,1619654400000,321755639.4787154,neutrino
119,1619740800000,332343998.3363432,neutrino
120,1619827200000,338191252.7068558,neutrino
121,1619913600000,338929687.59073436,neutrino
122,1620000000000,346383894.6783165,neutrino
123,1620086400000,358344759.7314346,neutrino
124,1620172800000,362077446.1975489,neutrino
125,1620259200000,367756553.7912825,neutrino
126,1620345600000,396243197.29789555,neutrino
127,1620432000000,397697349.8108408,neutrino
128,1620518400000,397485358.6286726,neutrino
129,1620604800000,397960152.5318926,neutrino
130,1620691200000,397997542.98899835,neutrino
131,1620777600000,396431470.5507373,neutrino
132,1620864000000,440427453.0506355,neutrino
133,1620950400000,443714578.2195292,neutrino
134,1621036800000,444287567.8279538,neutrino
135,1621123200000,440559114.8691344,neutrino
136,1621209600000,447678284.69252324,neutrino
137,1621296000000,442684695.51306283,neutrino
138,1621382400000,442129514.2432273,neutrino
139,1621468800000,430089354.8603703,neutrino
140,1621555200000,423431379.7039216,neutrino
141,1621641600000,429576993.31963986,neutrino
142,1621728000000,422336483.40363115,neutrino
143,1621814400000,410296252.69285256,neutrino
144,1621900800000,412017379.7361196,neutrino
145,1621987200000,382908985.49313736,neutrino
146,1622073600000,371129073.8959886,neutrino
147,1622160000000,360394631.80451363,neutrino
148,1622246400000,356321265.3075516,neutrino
149,1622332800000,352997692.6165646,neutrino
150,1622419200000,344510977.6077999,neutrino
151,1622505600000,345297304.0717083,neutrino
152,1622592000000,340013944.2666403,neutrino
153,1622678400000,339542980.7387703,neutrino
154,1622764800000,343896863.65789604,neutrino
155,1622851200000,342261257.6583747,neutrino
156,1622937600000,349548789.9474049,neutrino
157,1623024000000,360353301.6791363,neutrino
158,1623110400000,357689627.96285087,neutrino
159,1623196800000,365756113.58126247,neutrino
160,1623283200000,370127102.8169758,neutrino
161,1623369600000,368725471.9676466,neutrino
162,1623456000000,365964616.37393695,neutrino
163,1623542400000,376850801.74209416,neutrino
164,1623628800000,375707500.0280154,neutrino
165,1623715200000,379478851.3905239,neutrino
166,1623801600000,379569058.5916558,neutrino
167,1623888000000,382014737.61796474,neutrino
168,1623974400000,386530773.4656057,neutrino
169,1624060800000,387684177.1743812,neutrino
170,1624147200000,386065093.68448794,neutrino
171,1624233600000,398709231.72013485,neutrino
172,1624320000000,397507574.752542,neutrino
173,1624406400000,395328405.0815341,neutrino
174,1624492800000,382879102.7388711,neutrino
175,1624579200000,373606156.31298095,neutrino
176,1624665600000,389111016.77395034,neutrino
177,1624752000000,387621397.26500994,neutrino
178,1624838400000,389576802.45441353,neutrino
179,1624924800000,388712345.0766673,neutrino
180,1625011200000,392071877.7450151,neutrino
0,1617408000000,2263704737.2316623,fei-protocol
1,1617494400000,2263704737.2316623,fei-protocol
2,1617580800000,2399245859.238845,fei-protocol
3,1617667200000,2296568402.097091,fei-protocol
4,1617753600000,2246301813.9610004,fei-protocol
5,1617840000000,1680692054.6479335,fei-protocol
6,1617926400000,1585985799.7186737,fei-protocol
7,1618012800000,1599081460.9204965,fei-protocol
8,1618099200000,1699380259.0273504,fei-protocol
9,1618185600000,1626719585.6701052,fei-protocol
10,1618272000000,1586747818.6996813,fei-protocol
11,1618358400000,1554238834.6635063,fei-protocol
12,1618444800000,1592806445.3086576,fei-protocol
13,1618531200000,1659049995.183726,fei-protocol
14,1618617600000,1599617865.0290291,fei-protocol
15,1618704000000,1535223481.559356,fei-protocol
16,1618790400000,1511924049.9667933,fei-protocol
17,1618876800000,1455085171.579097,fei-protocol
18,1618963200000,1682909218.2801223,fei-protocol
19,1619049600000,1754801112.5890121,fei-protocol
20,1619136000000,1768803626.4137447,fei-protocol
21,1619222400000,1759871734.9751954,fei-protocol
22,1619308800000,1742849155.2310963,fei-protocol
23,1619395200000,1765560671.4893947,fei-protocol
24,1619481600000,1834521811.1870522,fei-protocol
25,1619568000000,1875738032.7801492,fei-protocol
26,1619654400000,1889744634.3765779,fei-protocol
27,1619740800000,1068260358.5676554,fei-protocol
28,1619827200000,974627176.5141958,fei-protocol
29,1619913600000,980230585.0305142,fei-protocol
30,1620000000000,979375599.0339446,fei-protocol
31,1620086400000,996945533.6107367,fei-protocol
32,1620172800000,998851816.0538833,fei-protocol
33,1620259200000,1022081204.5946257,fei-protocol
34,1620345600000,1014653978.0722234,fei-protocol
35,1620432000000,1003622013.5448668,fei-protocol
36,1620518400000,1028832652.973225,fei-protocol
37,1620604800000,1016295530.9506354,fei-protocol
38,1620691200000,1007328370.351704,fei-protocol
39,1620777600000,1032064249.786478,fei-protocol
40,1620864000000,1010212549.509911,fei-protocol
41,1620950400000,992437162.9995658,fei-protocol
42,1621036800000,1021568120.7274026,fei-protocol
43,1621123200000,982954332.532614,fei-protocol
44,1621209600000,982557000.701767,fei-protocol
45,1621296000000,996042448.7679682,fei-protocol
46,1621382400000,976884319.5503857,fei-protocol
47,1621468800000,963192976.4497849,fei-protocol
48,1621555200000,997091021.7630079,fei-protocol
49,1621641600000,992090734.912891,fei-protocol
50,1621728000000,988359010.8679632,fei-protocol
51,1621814400000,1008205095.2869858,fei-protocol
52,1621900800000,1033473560.4548379,fei-protocol
53,1621987200000,1020598138.3597813,fei-protocol
54,1622073600000,1034124691.1608216,fei-protocol
55,1622160000000,1027332698.2533937,fei-protocol
56,1622246400000,1019637242.7892759,fei-protocol
57,1622332800000,1015533729.6634806,fei-protocol
58,1622419200000,1017604260.1140717,fei-protocol
59,1622505600000,1026443882.3819731,fei-protocol
60,1622592000000,1026286752.2249545,fei-protocol
61,1622678400000,1026283854.297147,fei-protocol
62,1622764800000,1031257801.3082548,fei-protocol
63,1622851200000,1023473848.9165,fei-protocol
64,1622937600000,1022943814.2778264,fei-protocol
65,1623024000000,1026547327.0657889,fei-protocol
66,1623110400000,1021852457.9909014,fei-protocol
67,1623196800000,1021319612.1876843,fei-protocol
68,1623283200000,1026419329.0211741,fei-protocol
69,1623369600000,1018921216.4185219,fei-protocol
70,1623456000000,496244799.4814206,fei-protocol
71,1623542400000,489659805.0994773,fei-protocol
72,1623628800000,478095818.4888155,fei-protocol
73,1623715200000,477931042.8390095,fei-protocol
74,1623801600000,469649203.8822084,fei-protocol
75,1623888000000,456067285.4733167,fei-protocol
76,1623974400000,449608674.14377415,fei-protocol
77,1624060800000,449961099.04101765,fei-protocol
78,1624147200000,439765471.1189614,fei-protocol
79,1624233600000,434388989.8584111,fei-protocol
80,1624320000000,409466818.1947857,fei-protocol
81,1624406400000,396664863.2261771,fei-protocol
82,1624492800000,388416084.8988003,fei-protocol
83,1624579200000,381031211.4142959,fei-protocol
84,1624665600000,375675364.5675371,fei-protocol
85,1624752000000,368525900.328174,fei-protocol
86,1624838400000,359683614.82561845,fei-protocol
87,1624924800000,358632738.29963946,fei-protocol
88,1625011200000,363363119.92780465,fei-protocol
